Date,Open,High,Low,Close,Volume
2012-04-16,7430.0,7740.0,7380.0,7710.0,783270
2012-04-17,7740.0,8090.0,7710.0,8090.0,1139680
2012-04-18,8020.0,8280.0,7850.0,8000.0,1231280
2012-04-19,8000.0,8070.0,7850.0,7930.0,1044740
2012-04-20,8000.0,8000.0,7740.0,7780.0,563060
2012-04-23,7760.0,7850.0,7740.0,7760.0,404510
2012-04-24,7780.0,7780.0,7640.0,7710.0,643880
2012-04-25,7830.0,7830.0,7670.0,7710.0,560280
2012-04-26,7780.0,7780.0,7690.0,7690.0,507420
2012-04-27,7810.0,7900.0,7710.0,7810.0,587740
2012-05-02,7850.0,7850.0,7710.0,7810.0,333090
2012-05-03,7810.0,7810.0,7670.0,7760.0,270240
2012-05-04,7710.0,8000.0,7710.0,7830.0,588220
2012-05-07,7970.0,8020.0,7880.0,7970.0,635210
2012-05-08,8020.0,8140.000000000001,7970.0,7970.0,801940
2012-05-09,7950.0,8189.999999999999,7950.0,8090.0,1012160
2012-05-10,8230.0,8490.0,8189.999999999999,8350.0,1467910
2012-05-11,8400.0,8750.0,8350.0,8590.0,1566700
2012-05-14,8640.0,9010.0,8640.0,8750.0,1561680
2012-05-15,8750.0,8800.0,8330.0,8330.0,1511260
2012-05-16,8350.0,8370.0,7970.0,8039.999999999999,1051710
2012-05-17,8039.999999999999,8189.999999999999,7690.0,7690.0,1584180
2012-05-18,7590.0,7710.0,7310.0,7570.0,1158820
2012-05-21,7690.0,7850.0,7520.0,7760.0,475800
2012-05-22,7690.0,7740.0,7500.0,7570.0,436130
2012-05-23,7450.0,7500.0,7190.0,7190.0,843060
2012-05-24,7120.0,7190.0,6860.0,6910.0,1244600
2012-05-25,7170.0,7240.0,7030.0,7240.0,687850
2012-05-28,7310.0,7450.0,7190.0,7240.0,401320
2012-05-29,7240.0,7240.0,6980.0,7030.0,810110
2012-05-30,6930.0,7310.0,6930.0,7120.0,429460
2012-05-31,7140.0,7140.0,6980.0,6980.0,401240
2012-06-01,7030.0,7070.0,6980.0,7000.0,201700
2012-06-04,6880.0,6980.0,6670.0,6670.0,1069900
2012-06-05,6670.0,6790.0,6600.0,6790.0,670600
2012-06-06,6810.0,7000.0,6770.0,6960.0,352000
2012-06-07,7140.0,7260.0,7050.0,7120.0,569340
2012-06-08,7190.0,7260.0,7070.0,7120.0,897450
2012-06-11,7070.0,7120.0,6860.0,7000.0,1171120
2012-06-12,6960.0,7100.0,6960.0,6960.0,578180
2012-06-13,7030.0,7050.0,6930.0,7000.0,248560
2012-06-14,6910.0,7000.0,6910.0,6910.0,329880
2012-06-15,7030.0,7220.0,6910.0,7070.0,1483180
2012-06-18,7220.0,7220.0,7070.0,7170.0,495860
2012-06-19,7170.0,7170.0,6960.0,6960.0,392770
2012-06-20,7000.0,7100.0,6930.0,7050.0,143200
2012-06-21,7170.0,7170.0,7050.0,7070.0,564070
2012-06-22,7100.0,7100.0,7000.0,7000.0,421500
2012-06-25,6960.0,7070.0,6910.0,6960.0,350220
2012-06-26,6960.0,6960.0,6810.0,6810.0,501020
2012-06-27,6910.0,6910.0,6810.0,6810.0,250800
2012-06-28,6910.0,6930.0,6810.0,6910.0,558770
2012-06-29,7070.0,7070.0,6930.0,6980.0,713320
2012-07-02,6910.0,7070.0,6880.0,6930.0,428830
2012-07-03,6860.0,6910.0,6650.0,6650.0,516120
2012-07-04,6670.0,6740.0,6620.0,6650.0,207820
2012-07-05,6720.0,6770.0,6620.0,6770.0,260550
2012-07-06,6740.0,6810.0,6670.0,6740.0,147130
2012-07-09,6670.0,6740.0,6620.0,6620.0,241370
2012-07-10,6620.0,6700.0,6580.0,6580.0,419510
2012-07-11,6620.0,6620.0,6580.0,6620.0,130200
2012-07-12,6700.0,6700.0,6620.0,6620.0,194680
2012-07-13,6620.0,6840.0,6620.0,6770.0,518760
2012-07-16,6810.0,6840.0,6700.0,6700.0,124200
2012-07-17,6650.0,6860.0,6650.0,6700.0,307000
2012-07-18,6700.0,6790.0,6700.0,6720.0,336700
2012-07-19,6720.0,6960.0,6700.0,6960.0,542920
2012-07-20,7030.0,7030.0,6790.0,6790.0,593290
2012-07-23,6700.0,6810.0,6670.0,6790.0,286360
2012-07-24,6670.0,6790.0,6670.0,6670.0,122260
2012-07-25,6700.0,6720.0,6650.0,6670.0,167730
2012-07-26,6670.0,6740.0,6650.0,6670.0,167980
2012-07-27,6740.0,6740.0,6620.0,6670.0,150500
2012-07-30,6530.0,6670.0,6530.0,6600.0,126270
